pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop
bottom up,3024.0594512195,0.2191307662,36.7263902526,0.0005090319,1,0.0000000000,0.0000000000,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0009553242,1.0000000000,1,1
of kernel,3.5639211657,0.0071554902,5.5395563692,0.0000730313,1,0.6599122821,1.8219027036,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0099879953,0.5000000000,1,0
when the,7.7269722914,0.0326091080,27.5847418275,0.0011255420,1,0.4175552717,3.5797791906,182,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0173211731,1.0000000000,1,1
when learning,5.6428955703,0.0099063455,8.2986940763,0.0001203735,1,0.2902688391,0.5375313671,23,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056432846,0.5000000000,1,0
when compared,170.8160089291,0.0827371901,37.4240382995,0.0008240350,1,0.0691041554,0.0847764361,53,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0026526166,0.5000000000,1,0
when applied,78.8200727099,0.0327531607,18.5283233471,0.0002377549,1,0.0840311824,0.0367162396,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024693212,0.5000000000,1,0
when combined,181.8303403346,0.0422769258,18.7599503002,0.0002045787,1,0.0461732698,0.0637863617,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0019938474,0.5000000000,1,0
when there,52.3874826698,0.0218023313,13.7132271125,0.0001436770,1,0.0545330570,0.0557026812,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024734649,1.0000000000,1,1
one layer,30.1729812767,0.0165462005,11.8020101350,0.0001236527,1,0.6296161345,0.7028727484,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0029689806,0.5000000000,1,0
to have a,10.0233583945,0.0110119738,7.9844708892,0.0001254831,1,0.4950207997,1.3634652902,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0116476117,1.0000000000,1,1
the art systems,15.8495708004,0.0126408614,8.7378235502,0.0001253579,1,0.4978723880,2.9359859128,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0124905175,0.3333333333,1,0
context of the,2.8106616772,0.0053231929,3.2679607517,0.0000468841,1,0.4885062341,3.3531001974,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0171313840,0.6666666667,0,1
dataset is,5.1500746375,0.0096674276,8.0294822811,0.0001189735,1,0.5477431071,0.6804343022,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068351196,0.5000000000,0,1
on the data,2.3903303933,0.0058084586,3.2605984692,0.0000553490,1,0.5367568608,2.6483034459,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159975296,0.6666666667,1,0
one step,75.2096569165,0.0310927985,17.8129692844,0.0002221354,1,0.1393790435,0.1772618027,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0025270557,0.5000000000,1,0
prediction and,4.8038618745,0.0115929688,9.5464100926,0.0001756297,1,0.4477918057,1.3491262936,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083068357,0.5000000000,0,1
widely used in,14.2824035076,0.0151784896,10.6361130224,0.0001930151,1,0.2217306988,0.8619304863,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055287385,0.6666666667,0,1
introduction to,41.6971709210,0.0202452675,13.4502684811,0.0001466762,1,0.2547559439,1.2916532389,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079577100,0.5000000000,0,1
of this approach,7.3881181001,0.0136459833,9.9993652380,0.0002268249,1,0.4204025277,1.2011044666,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0102468876,0.6666666667,1,0
one or,18.9042567819,0.0173255886,13.4699639891,0.0001866952,1,0.2174549965,0.2508463124,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0039732018,1.0000000000,1,1
one that,2.3523417537,0.0048086197,3.0842293864,0.0000336338,1,0.4725375304,1.1820723957,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069323350,1.0000000000,1,1
one class,41.2608534473,0.0230299031,15.3375991320,0.0001912665,1,0.5029998273,0.6213003162,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0029870533,0.5000000000,1,0
one hidden,37.3256378415,0.0176197000,12.0051218544,0.0001204259,1,0.5635408388,0.6501769932,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0027256339,0.5000000000,1,0
one is,4.8361342174,0.0097506686,8.0366446395,0.0001239420,1,0.5614664040,1.0817254790,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068881697,1.0000000000,1,1
one to,2.2886315150,0.0068354698,4.3021754285,0.0000676125,1,0.4436608303,1.2420763552,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0095261324,1.0000000000,1,1
this work,121.3546094170,0.2043301172,102.3601301185,0.0066037955,1,0.1920269661,0.2747257211,455,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055284950,1.0000000000,1,1
this we,0.8432467851,0.0047910107,-1.0229737053,-0.0000185641,1,0.5149282431,0.7409560229,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0101913665,1.0000000000,1,1
this challenging,8.4569324183,0.0083868972,7.0809491847,0.0000710305,1,0.1931809369,0.3028098931,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0047186555,0.5000000000,1,0
neural style,43.7999509846,0.0181984902,11.9522480455,0.0001143159,1,0.7757009605,1.1733869829,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0034924272,0.0000000000,0,0
latent structure,47.4384953848,0.0207469673,13.3694716846,0.0001400754,1,0.3244287614,0.2762937721,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0026708680,0.0000000000,0,0
this method,8.9194209100,0.0210978813,17.7772728778,0.0004368116,1,0.4795266226,0.6238709541,66,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065873744,0.5000000000,1,0
this task,19.4588345186,0.0385494021,29.8310577036,0.0009067476,1,0.3350352637,0.4739333049,101,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060568907,0.5000000000,1,0
simple neural,8.4174207479,0.0087393411,7.3795876456,0.0000773179,1,0.2559662277,0.3888861656,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043255665,0.0000000000,0,0
of neural,2.7089626082,0.0182161905,12.6842113248,0.0004882903,1,0.6320391636,1.6672073706,162,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0122385908,0.5000000000,1,0
this leads,26.5398128197,0.0179187399,13.1145839045,0.0001586615,1,0.0928226309,0.1683027076,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043775508,0.5000000000,1,0
this study,19.4793571810,0.0233446152,18.0618831504,0.0003322928,1,0.1842076283,0.2901950729,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0049469845,0.5000000000,1,0
this problem,31.1532840055,0.0669001767,47.4022363198,0.0019762083,1,0.4296034533,0.5921055305,190,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062438944,0.5000000000,1,0
this process,7.3386603630,0.0094225171,7.9726252565,0.0000964536,1,0.3561587319,0.4085522875,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0051135596,0.5000000000,1,0
the linear,1.7186483162,0.0063470644,3.0151566413,0.0000507748,1,0.5141265517,4.4930463933,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0171567233,0.5000000000,1,0
this issue,95.9976112351,0.0565138766,30.2762956703,0.0006074159,1,0.2991274120,0.6066797297,44,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042963036,0.5000000000,1,0
this gap,55.8867212260,0.0275796732,17.0695300081,0.0002190357,1,0.2301966512,0.6296714133,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042096816,0.5000000000,1,0
this model,5.4768662727,0.0179726417,15.0187015903,0.0004011777,1,0.6504745011,0.9423537689,78,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078603199,0.5000000000,1,0
found to be,148.0877127501,0.0473230860,19.3564145718,0.0003401096,1,0.2540979600,0.8168029840,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0075253734,1.0000000000,1,1
a new type,56.8712516484,0.0273014671,14.5692754303,0.0002383186,1,0.2516320458,1.0860420928,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0067602049,0.6666666667,1,0
this analysis,5.0746964559,0.0083107427,6.8911800369,0.0000884274,1,0.3983426508,0.5296867703,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055587868,0.5000000000,1,0
learning from,6.3708813851,0.0205892081,17.3708405551,0.0004928551,1,0.5463646496,0.7943396573,88,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0071791397,0.5000000000,0,1
this idea,43.1786295777,0.0274029231,18.0579635426,0.0002619327,1,0.1671922230,0.3626734286,23,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043373836,0.5000000000,1,0
networks over,5.4552840730,0.0073228293,6.1171231061,0.0000667077,1,0.4555029667,1.1513964139,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0049369694,0.5000000000,0,1
this new,8.0782556586,0.0169436227,14.3226688182,0.0002969819,1,0.3611433207,0.5106409834,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0061122409,1.0000000000,1,1
far from,56.1468071299,0.0243795170,15.0712830170,0.0001705577,1,0.2614005479,0.5793437022,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035388305,1.0000000000,1,1
and stochastic,3.7093191042,0.0072999930,5.7138554004,0.0000753292,1,0.5512796482,2.0684800564,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079530477,0.5000000000,1,0
this dataset,5.9067266336,0.0094512006,7.9429240379,0.0001074367,1,0.5315271801,0.3634203139,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055553415,0.5000000000,1,0
fusion of,12.0638859935,0.0116973582,9.6445664949,0.0001129758,1,0.2782039537,1.8739730080,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0093537304,0.5000000000,0,1
ratio of,15.6562431561,0.0137626580,11.0034790446,0.0001331212,1,0.3652872852,2.9933010364,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0093005697,0.5000000000,0,1
this goal,19.9595432950,0.0150459452,11.5945788634,0.0001358181,1,0.2754127273,0.8873753732,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044685720,0.5000000000,1,0
a powerful tool,48.7467871272,0.0242846326,13.4637134426,0.0002115942,1,0.2718234110,1.1251601566,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056044862,0.3333333333,1,0
has shown,149.6139196301,0.0721378947,33.9663026554,0.0006967617,1,0.1176982338,0.1641352982,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0027657867,0.5000000000,1,0
this kind,60.5439479949,0.0234382153,14.2144889626,0.0001489289,1,0.2367795331,0.8789166870,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0041157984,0.5000000000,1,0
among all,156.5856026521,0.0421424802,19.5725196464,0.0002292712,1,0.1744024733,0.1823628532,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0018612920,1.0000000000,1,1
a text,2.0300499276,0.0051082997,2.9194077675,0.0000364063,1,0.6406335958,2.0573950600,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0089807114,0.5000000000,1,0
descriptions of,8.9863640564,0.0100956941,8.5039417703,0.0000996146,1,0.4360015538,3.2197940725,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094231703,0.5000000000,0,1
this article,195.8774788069,0.0902551817,39.1389085750,0.0008779042,1,0.1303209626,0.3277775694,55,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0041835655,0.5000000000,1,0
this assumption,32.2901055973,0.0171168523,12.0369246902,0.0001261140,1,0.4594673255,0.6540609226,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042508647,0.5000000000,1,0
bounds are,20.2150941954,0.0135433797,10.4145775042,0.0001091162,1,0.5013599483,0.2595364735,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043633137,0.5000000000,0,1
this by,1.1669642525,0.0040945306,0.6730389336,0.0000088731,1,0.3974432714,0.5594852860,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074696264,1.0000000000,1,1
leads to the,2.5055041237,0.0055056183,3.1817425583,0.0000500039,1,0.4660573577,3.8965216806,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159754141,0.6666666667,0,1
to search for,15.0350375917,0.0134868584,9.3890432251,0.0001475572,1,0.5017991929,1.0612782204,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084760877,0.6666666667,1,1
we introduce a,29.8473235602,0.0817329360,50.6006784333,0.0034204337,1,0.4007242472,1.1983260031,222,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0099323994,0.6666666667,1,1
this algorithm,5.3913984977,0.0122814636,10.2482675862,0.0001885421,1,0.6166646190,0.6709573933,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065615591,0.5000000000,1,0
this network,1.3030211713,0.0037139692,0.9903626288,0.0000112077,1,0.7726057645,1.1306680759,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072136628,0.5000000000,1,0
it does,61.2066180724,0.0304237495,18.3995091541,0.0002488733,1,0.2664438537,0.6196163476,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0032328133,1.0000000000,1,1
reinforcement learning rl,511.3536426536,0.1714217880,47.0887810144,0.0016128843,1,0.5372233531,1.0353557553,57,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0039593577,0.0000000000,0,0
training time,29.5928284735,0.0327727137,23.4695104962,0.0004917923,1,0.3317185108,0.3668200632,48,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0047623585,0.5000000000,0,1
this challenge,22.4039278924,0.0188612416,14.2483106791,0.0001974832,1,0.3466169754,0.5860443172,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0045616625,0.5000000000,1,0
the community,6.7363348181,0.0084445089,7.1372712625,0.0000807706,1,0.2985637055,2.5958096889,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159598344,0.5000000000,1,0
this results,1.7969664930,0.0042028144,2.1132134639,0.0000230448,1,0.2024748874,0.2703466136,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062506955,0.5000000000,1,0
this enables,26.7597560198,0.0201166018,14.6994597255,0.0001988261,1,0.1009499652,0.1763761308,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044556514,0.5000000000,1,0
of word embeddings,6.9265682502,0.0098876024,7.2414708347,0.0001229247,1,0.4089414954,1.5922410536,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076315223,0.3333333333,1,0
other state of,37.5859766920,0.0342737546,20.1922269531,0.0005100508,1,0.2926046117,1.1536372707,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083598770,0.6666666667,1,1
this family,23.1491565863,0.0150847393,11.3284919266,0.0001235381,1,0.7325058156,1.2074019785,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043720592,0.5000000000,1,0
this question,7.2208378343,0.0084248857,7.1280702735,0.0000777322,1,0.6701475830,0.8721197194,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0050428981,0.5000000000,1,0
this purpose,52.7511626094,0.0296227863,18.6002461900,0.0002638682,1,0.2177904285,0.5439299677,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042687302,0.5000000000,1,0
this information,2.5938984535,0.0046448466,3.1612805143,0.0000317115,1,0.5363337871,0.4812538992,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0058079114,0.5000000000,1,0
this way,22.7261740274,0.0234496681,17.6692821181,0.0003023089,1,0.2003028827,0.3257160593,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0047641904,1.0000000000,1,1
database and,9.6785423516,0.0093711772,7.8632034229,0.0000823848,1,0.5814025194,2.0117758599,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072862462,0.5000000000,0,1
this suggests,50.1053362716,0.0213221582,13.5589354460,0.0001420605,1,0.1522569319,0.3158422201,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0041469575,0.5000000000,1,0
this end,22.6597232262,0.0331143195,24.9647123306,0.0006040510,1,0.2961726289,0.4439874361,64,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055658316,0.5000000000,1,0
this general,5.7798518372,0.0066108439,5.5478305108,0.0000530616,1,0.5317577411,0.7601093360,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0049083369,0.5000000000,1,0
in a way,27.0873169972,0.0233703872,14.7538699362,0.0002993431,1,0.4861244108,1.6633262199,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0096165101,1.0000000000,1,1
most successful,196.1431595410,0.0403907087,17.5079475229,0.0001756259,1,0.1818181818,0.1818181818,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0016228064,0.5000000000,1,0
this system,4.9640718707,0.0072490584,5.9949820414,0.0000678436,1,0.5519964103,0.4048805125,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054427280,1.0000000000,1,1
this data,0.7703683377,0.0025313028,-0.8652626926,-0.0000086796,1,0.5967532732,1.0016409130,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079302765,0.5000000000,1,0
the evolution of,10.0481154960,0.0105561747,7.6527306371,0.0001151493,1,0.4000761405,3.0900702473,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0167015374,0.6666666667,1,1
large corpus,100.8634838316,0.0302521436,15.9825610328,0.0001674534,1,0.1666666667,0.2017040381,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0022642776,0.0000000000,0,0
this in,0.2109712293,0.0013246664,-5.1607793108,-0.0000517689,1,0.5839920922,0.9671508070,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0099842063,1.0000000000,1,1
work we,49.4476478651,0.1145578685,73.0836095649,0.0041412422,1,0.2842264663,0.4860035099,351,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078611559,1.0000000000,1,1
information in,6.4249955409,0.0174946492,14.7648475156,0.0003544511,1,0.4237062270,1.0148979280,63,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079334121,0.5000000000,0,1
the score,2.8657726905,0.0046549971,3.3293661308,0.0000318433,1,0.4608000641,3.0310116814,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161124582,0.5000000000,1,0
and prediction,2.0773456755,0.0050131757,2.9243638449,0.0000353792,1,0.3613731639,1.1477947178,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083068357,0.5000000000,1,0
work has,56.8681906734,0.0459019666,28.2851530198,0.0005988439,1,0.2101272321,0.2203120188,49,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035629745,1.0000000000,1,1
work of,0.7759151344,0.0026533606,-0.8788845913,-0.0000092083,1,0.3729640054,1.7959608728,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0106656792,1.0000000000,1,1
work on,13.5755209920,0.0252274088,20.5375246898,0.0004891038,1,0.2927766207,0.5173159611,62,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0059266833,1.0000000000,1,1
they have,49.5612981284,0.0323928306,20.6538472699,0.0003305499,1,0.3230898745,0.4429767659,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0032627454,1.0000000000,1,1
work that,2.2622656377,0.0045306548,2.8279775702,0.0000296295,1,0.3481450550,0.8888597183,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068524384,1.0000000000,1,1
method of multipliers,553.5108816964,0.0914906318,24.4628527177,0.0004298343,1,0.2856828495,1.6085946687,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078822762,0.3333333333,0,0
known in,3.2128106050,0.0049287990,3.6908401391,0.0000353006,1,0.3287406676,1.4332719313,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068734191,1.0000000000,1,1
show that deep,3.7229978065,0.0075034317,5.0911497218,0.0000894561,1,0.4720798717,0.6922598762,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072221470,0.6666666667,1,0
work to,0.9714268048,0.0028424965,-0.0961468152,-0.0000009645,1,0.3490833413,1.2390869501,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094462358,1.0000000000,1,1
present a,34.1185800135,0.1027201572,71.3866386668,0.0043665222,1,0.3665468627,1.2927361850,409,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0090998846,0.5000000000,0,1
present work,16.0233446252,0.0110071563,8.7723059012,0.0000839017,1,0.2000000000,0.2000000000,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0031639527,0.5000000000,0,1
present the,2.0151836125,0.0084626190,4.8038278882,0.0000996078,1,0.3838334970,2.7546575438,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0172326402,0.5000000000,0,1
the feasibility of,24.3590678690,0.0221622192,14.2791015721,0.0002897105,1,0.3624435228,2.8568732292,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0165854122,0.6666666667,1,1
finally we show,68.3336007007,0.0380359892,19.3586401124,0.0004024694,1,0.3516524418,0.8552273239,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062043343,0.6666666667,0,1
and even,5.8920897141,0.0113666430,9.5511860573,0.0001555655,1,0.3539642140,1.1613516333,29,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078560764,1.0000000000,1,1
present our,5.0679350664,0.0067811709,5.6220063851,0.0000589032,1,0.2078837560,0.2321527347,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0051551733,0.5000000000,0,1
present in,3.4566873176,0.0088550134,6.7934615297,0.0001125405,1,0.4207713554,1.0270744322,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076196640,0.5000000000,0,1
present two,22.9663724068,0.0186363023,14.0158130626,0.0001895791,1,0.1867991465,0.2065458842,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0036010641,0.5000000000,0,1
a convolutional,7.3564803127,0.0224985372,19.0366351785,0.0005492473,1,0.4675549951,1.7208381362,91,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0092187029,0.5000000000,1,0
present experiments,17.0166045844,0.0113431846,8.9624944808,0.0000857208,1,0.1585520823,0.1488200316,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0030574669,0.0000000000,0,0
present experimental,36.4641526809,0.0166047221,11.3725929414,0.0001087719,1,0.2000000000,0.2000000000,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024785799,0.0000000000,0,0
function and,4.9053363113,0.0141523911,11.6864444468,0.0002597385,1,0.5371284489,1.4782778725,54,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087001966,0.5000000000,0,1
overcome this,67.9273562869,0.0343704186,20.2309219884,0.0002934517,1,0.2045731931,0.4457790816,23,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042156659,0.5000000000,0,1
results on several,51.8969106735,0.0239902631,13.0982111779,0.0001970864,1,0.2979593461,0.3930756161,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0052711033,0.6666666667,0,1
compared to the,6.3153138920,0.0211112722,15.4194557087,0.0005852837,1,0.4275864166,2.6730622965,70,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0163427976,0.6666666667,0,1
that incorporates,54.0562420807,0.0221468567,13.8218521321,0.0001448151,1,0.2418909500,1.0525363568,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054070065,0.5000000000,1,0
performed by,51.6015528980,0.0279347591,17.6360996474,0.0002385474,1,0.2315757807,0.4927664287,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0039514674,0.5000000000,0,1
that a,1.6881275837,0.0148171748,6.8672116062,0.0002723966,1,0.6580323086,1.4496781192,172,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0127883703,1.0000000000,1,1
that the,5.1757501701,0.0633663775,52.6588466976,0.0051015496,1,0.6721409013,3.1187359923,1026,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0209211258,1.0000000000,1,1
that humans,12.7226966158,0.0102868990,8.4354621452,0.0000846179,1,0.2665562610,0.7656365359,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057261076,0.5000000000,1,0
just a,19.1970469699,0.0170384765,13.2140726189,0.0001787347,1,0.2838416083,1.4482384018,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078140161,1.0000000000,1,1
that will,9.9789923722,0.0099040670,8.2945062438,0.0000904522,1,0.2616294975,0.7710921240,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0058921363,1.0000000000,1,1
that learn,5.2857845582,0.0101938902,8.4899748668,0.0001309333,1,0.4488159135,0.8526674607,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068227352,0.5000000000,1,0
of the art performance in,11.0861398194,0.0167825659,11.0242824755,0.0003819945,1,0.4265463561,1.3197670936,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139661634,0.6000000000,1,1
signals in,9.2912409915,0.0087908679,7.3929958775,0.0000741607,1,0.2818740506,0.8619466411,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0064745560,0.5000000000,0,1
functions that,9.8016089935,0.0144054308,12.0781010820,0.0001933013,1,0.5261051274,0.7012456292,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0064265315,0.5000000000,0,1
extended to,31.5019835255,0.0280365433,19.8190313051,0.0003443471,1,0.2767317318,1.2856675230,33,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081380227,0.5000000000,0,1
that these,9.0920826844,0.0235978668,19.8666360013,0.0005407841,1,0.4120786156,0.7041619033,81,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0075204208,1.0000000000,1,1
architecture that is,25.0289187664,0.0166603953,10.6796376485,0.0001606946,1,0.5329093687,0.6080159773,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079193675,0.6666666667,0,1
that involve,55.0215321179,0.0273653584,17.0033354578,0.0002181863,1,0.1905414921,0.8010607719,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054649373,0.5000000000,1,0
that this,4.6704883517,0.0229389127,18.8135203195,0.0006945768,1,0.4992862785,0.7758999739,149,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0091826490,1.0000000000,1,1
that our,20.0246079154,0.0781147561,60.1635905290,0.0036529469,1,0.4945855096,0.6517943257,403,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088436590,1.0000000000,1,1
very challenging,94.9882927530,0.0267999256,14.4002334368,0.0001377294,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0018094126,0.5000000000,1,0
that are,15.1966434231,0.0635980377,51.0518843004,0.0028969446,1,0.4956243750,0.7749922394,352,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0090087797,1.0000000000,1,1
that has,9.8205762505,0.0231224198,19.3844539134,0.0004974815,1,0.3826691464,0.8402321292,72,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072171286,1.0000000000,1,1
